Latitude (decimal degrees):	48.777
Longitude (decimal degrees):	9.179
Elevation (m):	253
Radiation database:	PVGIS-SARAH3


Slope: 37 deg. (optimum)
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	30.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20231030:1010,16510.8,678.71,26.29,14.16,1.52,0.0
20231030:1110,1414.8,72.58,27.5,15.29,1.79,0.0
20231030:1210,5740.2,242.14,25.91,15.98,2.14,0.0
20231030:1310,1299.0,67.99,21.73,16.07,2.28,0.0
20231030:1410,2567.1,118.59,15.43,15.77,2.21,0.0
20231030:1510,285.6,22.97,7.57,15.1,2.28,0.0
20231030:1610,0.0,0.0,0.0,14.41,2.14,0.0
20231030:1710,0.0,0.0,0.0,13.83,1.59,0.0
20231030:1810,0.0,0.0,0.0,13.12,1.66,0.0
20231030:1910,0.0,0.0,0.0,12.11,3.1,0.0
20231030:2010,0.0,0.0,0.0,12.29,3.66,0.0
20231030:2110,0.0,0.0,0.0,11.93,3.72,0.0
20231030:2210,0.0,0.0,0.0,11.54,3.72,0.0
20231030:2310,0.0,0.0,0.0,11.17,3.72,0.0
20231031:0010,0.0,0.0,0.0,10.81,3.79,0.0
20231031:0110,0.0,0.0,0.0,10.34,3.79,0.0
20231031:0210,0.0,0.0,0.0,9.91,3.66,0.0
20231031:0310,0.0,0.0,0.0,9.58,3.66,0.0
20231031:0410,0.0,0.0,0.0,9.29,3.93,0.0
20231031:0510,0.0,0.0,0.0,9.1,4.0,0.0
20231031:0610,0.0,0.0,0.0,8.9,3.72,0.0
20231031:0710,1984.5,93.53,8.45,8.78,3.86,0.0
20231031:0810,4711.8,195.24,16.11,9.23,3.66,0.0
20231031:0910,7860.6,313.98,22.13,9.75,2.83,0.0
20231031:1010,7251.3,291.25,25.96,10.71,4.76,0.0
20231031:1110,4683.0,196.31,27.17,10.91,4.21,0.0
20231031:1210,2591.1,117.6,25.59,11.31,3.17,0.0
20231031:1310,1488.0,74.42,21.42,11.68,2.9,0.0
20231031:1410,587.1,36.75,15.15,11.68,2.83,0.0
20231031:1510,2471.4,114.37,7.3,10.7,2.83,0.0
20231031:1610,0.0,0.0,0.0,10.24,2.55,0.0
20231031:1710,0.0,0.0,0.0,9.58,2.69,0.0
20231031:1810,0.0,0.0,0.0,9.08,2.69,0.0
20231031:1910,0.0,0.0,0.0,9.35,3.38,0.0
20231031:2010,0.0,0.0,0.0,9.38,3.45,0.0
20231031:2110,0.0,0.0,0.0,9.54,3.45,0.0
20231031:2210,0.0,0.0,0.0,9.48,3.38,0.0
20231031:2310,0.0,0.0,0.0,9.13,3.24,0.0
20231101:0010,0.0,0.0,0.0,9.02,3.17,0.0
20231101:0110,0.0,0.0,0.0,8.95,3.1,0.0
20231101:0210,0.0,0.0,0.0,8.75,2.9,0.0
20231101:0310,0.0,0.0,0.0,8.58,2.69,0.0
20231101:0410,0.0,0.0,0.0,8.39,2.62,0.0
20231101:0510,0.0,0.0,0.0,7.99,2.48,0.0
20231101:0610,0.0,0.0,0.0,7.59,2.34,0.0
20231101:0710,4279.8,181.77,8.18,7.67,2.55,0.0
20231101:0810,11113.2,438.97,15.83,9.03,2.28,0.0
20231101:0910,15183.9,606.11,21.83,11.19,2.34,0.0
20231101:1010,17520.3,708.91,25.65,12.97,2.62,0.0
20231101:1110,19731.0,807.96,26.85,14.31,2.9,0.0
20231101:1210,9496.2,385.6,25.27,15.18,2.97,0.0
20231101:1310,5703.9,239.08,21.12,15.58,2.97,0.0
20231101:1410,7646.1,314.19,14.87,15.42,2.83,0.0
20231101:1510,399.6,28.48,7.04,14.44,2.62,0.0
20231101:1610,0.0,0.0,0.0,13.14,2.62,0.0
20231101:1710,0.0,0.0,0.0,12.49,2.69,0.0
20231101:1810,0.0,0.0,0.0,12.08,2.9,0.0
20231101:1910,0.0,0.0,0.0,11.38,4.41,0.0
20231101:2010,0.0,0.0,0.0,11.27,4.21,0.0
20231101:2110,0.0,0.0,0.0,10.74,3.79,0.0
20231101:2210,0.0,0.0,0.0,10.13,3.24,0.0
20231101:2310,0.0,0.0,0.0,9.44,2.76,0.0
20231102:0010,0.0,0.0,0.0,8.61,2.55,0.0
20231102:0110,0.0,0.0,0.0,8.03,2.48,0.0
20231102:0210,0.0,0.0,0.0,7.57,2.62,0.0
20231102:0310,0.0,0.0,0.0,7.54,2.9,0.0
20231102:0410,0.0,0.0,0.0,8.15,2.9,0.0
20231102:0510,0.0,0.0,0.0,8.46,2.76,0.0
20231102:0610,0.0,0.0,0.0,8.2,2.28,0.0
20231102:0710,120.6,13.78,7.92,8.0,2.55,0.0
20231102:0810,434.1,29.4,15.54,8.03,2.97,0.0
20231102:0910,2317.2,105.66,21.52,8.41,3.72,0.0
20231102:1010,938.1,51.45,25.33,9.72,4.55,0.0
20231102:1110,671.7,40.43,26.53,11.53,5.1,0.0
20231102:1210,797.1,45.94,24.96,12.06,4.97,0.0
20231102:1310,712.5,42.26,20.83,11.85,4.48,0.0
20231102:1410,201.3,18.38,14.59,11.53,4.07,0.0
20231102:1510,72.9,11.03,6.78,10.75,3.79,0.0
20231102:1610,0.0,0.0,0.0,10.08,3.31,0.0
20231102:1710,0.0,0.0,0.0,9.47,2.9,0.0
20231102:1810,0.0,0.0,0.0,8.93,2.76,0.0
20231102:1910,0.0,0.0,0.0,8.83,2.62,0.0
20231102:2010,0.0,0.0,0.0,8.54,2.9,0.0
20231102:2110,0.0,0.0,0.0,8.04,2.55,0.0
20231102:2210,0.0,0.0,0.0,7.1,2.07,0.0
20231102:2310,0.0,0.0,0.0,6.22,2.21,0.0
20231103:0010,0.0,0.0,0.0,5.64,2.28,0.0
20231103:0110,0.0,0.0,0.0,5.27,2.07,0.0
20231103:0210,0.0,0.0,0.0,5.04,2.0,0.0
20231103:0310,0.0,0.0,0.0,5.14,2.0,0.0
20231103:0410,0.0,0.0,0.0,5.34,2.0,0.0
20231103:0510,0.0,0.0,0.0,5.47,1.86,0.0
20231103:0610,0.0,0.0,0.0,5.54,1.93,0.0
20231103:0710,282.6,22.05,7.66,5.5,2.76,0.0
20231103:0810,2084.4,95.78,15.26,6.26,2.62,0.0
20231103:0910,3460.5,147.67,21.23,6.7,3.31,0.0
20231103:1010,7552.8,298.29,25.02,7.19,4.07,0.0
20231103:1110,4320.3,180.44,26.21,7.97,4.28,0.0
20231103:1210,7536.3,299.53,24.65,8.5,3.86,0.0
20231103:1310,5254.5,215.18,20.53,8.53,3.1,0.0
20231103:1410,921.3,50.53,14.32,8.35,2.69,0.0
20231103:1510,995.1,53.96,6.53,7.92,2.34,0.0
20231103:1610,0.0,0.0,0.0,7.46,2.0,0.0
20231103:1710,0.0,0.0,0.0,6.79,1.72,0.0
20231103:1810,0.0,0.0,0.0,6.24,1.93,0.0
20231103:1910,0.0,0.0,0.0,5.52,2.34,0.0
20231103:2010,0.0,0.0,0.0,5.25,2.41,0.0
20231103:2110,0.0,0.0,0.0,4.9,2.55,0.0
20231103:2210,0.0,0.0,0.0,4.69,2.69,0.0
20231103:2310,0.0,0.0,0.0,4.52,2.9,0.0
20231104:0010,0.0,0.0,0.0,4.28,2.9,0.0
20231104:0110,0.0,0.0,0.0,4.12,2.9,0.0
20231104:0210,0.0,0.0,0.0,4.13,2.97,0.0
20231104:0310,0.0,0.0,0.0,4.57,2.97,0.0
20231104:0410,0.0,0.0,0.0,4.8,3.03,0.0
20231104:0510,0.0,0.0,0.0,5.15,3.17,0.0
20231104:0610,0.0,0.0,0.0,5.35,3.24,0.0
20231104:0710,6785.7,275.23,7.39,5.14,3.31,0.0
20231104:0810,13576.5,527.36,14.98,6.35,2.97,0.0
20231104:0910,16394.7,639.67,20.93,7.91,3.45,0.0
20231104:1010,12534.0,490.21,24.71,9.32,3.79,0.0
20231104:1110,2561.1,115.76,25.9,10.04,3.72,0.0
20231104:1210,1315.2,67.07,24.35,10.39,3.59,0.0
20231104:1310,571.8,35.83,20.25,9.97,3.93,0.0
20231104:1410,2715.6,121.07,14.05,9.99,4.07,0.0
20231104:1510,73.5,11.03,6.28,9.89,4.34,0.0
20231104:1610,0.0,0.0,0.0,8.28,4.62,0.0
20231104:1710,0.0,0.0,0.0,7.7,5.03,0.0
20231104:1810,0.0,0.0,0.0,8.25,5.31,0.0
20231104:1910,0.0,0.0,0.0,8.07,5.45,0.0
20231104:2010,0.0,0.0,0.0,8.41,6.07,0.0
20231104:2110,0.0,0.0,0.0,8.67,6.21,0.0
20231104:2210,0.0,0.0,0.0,8.92,5.93,0.0
20231104:2310,0.0,0.0,0.0,9.02,5.45,0.0
20231105:0010,0.0,0.0,0.0,9.36,5.17,0.0
20231105:0110,0.0,0.0,0.0,9.68,5.1,0.0
20231105:0210,0.0,0.0,0.0,9.95,4.97,0.0
20231105:0310,0.0,0.0,0.0,10.25,5.03,0.0
20231105:0410,0.0,0.0,0.0,10.48,5.17,0.0
20231105:0510,0.0,0.0,0.0,10.43,5.31,0.0
20231105:0610,0.0,0.0,0.0,10.08,5.86,0.0
20231105:0710,6128.1,253.73,7.13,9.57,6.07,0.0
20231105:0810,11470.2,446.8,14.71,9.98,6.48,0.0
20231105:0910,18043.5,700.14,20.64,10.54,6.97,0.0
20231105:1010,5189.4,213.67,24.4,10.6,7.03,0.0
20231105:1110,2352.9,107.49,25.59,10.12,7.24,0.0
20231105:1210,2255.1,103.82,24.05,10.21,6.48,0.0
20231105:1310,4939.5,203.67,19.97,10.12,6.41,0.0
20231105:1410,1680.6,81.3,13.79,10.05,6.41,0.0
20231105:1510,485.7,32.04,6.04,9.67,6.21,0.0
20231105:1610,0.0,0.0,0.0,9.24,6.21,0.0
20231105:1710,0.0,0.0,0.0,9.07,6.07,0.0
20231105:1810,0.0,0.0,0.0,8.66,5.31,0.0
20231105:1910,0.0,0.0,0.0,8.43,5.1,0.0
20231105:2010,0.0,0.0,0.0,8.25,4.97,0.0
20231105:2110,0.0,0.0,0.0,8.08,4.76,0.0
20231105:2210,0.0,0.0,0.0,8.11,4.62,0.0
20231105:2310,0.0,0.0,0.0,7.95,4.48,0.0
20231106:0010,0.0,0.0,0.0,8.03,4.62,0.0
20231106:0110,0.0,0.0,0.0,8.21,4.83,0.0
20231106:0210,0.0,0.0,0.0,8.23,4.62,0.0
20231106:0310,0.0,0.0,0.0,8.21,4.55,0.0
20231106:0410,0.0,0.0,0.0,7.99,4.34,0.0
20231106:0510,0.0,0.0,0.0,7.88,4.28,0.0
20231106:0610,0.0,0.0,0.0,7.89,4.07,0.0
20231106:0710,5362.5,223.44,6.88,7.73,4.0,0.0
20231106:0810,12660.9,494.62,14.43,8.5,3.66,0.0
20231106:0910,13400.4,525.34,20.35,9.86,3.59,0.0
20231106:1010,16559.4,650.25,24.1,11.13,4.97,0.0
20231106:1110,3859.2,165.77,25.29,11.76,5.03,0.0
20231106:1210,10008.0,396.04,23.75,11.65,4.69,0.0
20231106:1310,2616.6,118.15,19.69,11.09,3.86,0.0
20231106:1410,1950.0,92.19,13.53,10.78,3.31,0.0
20231106:1510,1196.4,63.01,5.8,10.15,3.59,0.0
20231106:1610,0.0,0.0,0.0,9.5,3.38,0.0
20231106:1710,0.0,0.0,0.0,9.11,3.31,0.0
20231106:1810,0.0,0.0,0.0,8.53,3.38,0.0
20231106:1910,0.0,0.0,0.0,8.7,3.52,0.0
20231106:2010,0.0,0.0,0.0,8.54,3.38,0.0
20231106:2110,0.0,0.0,0.0,8.41,3.38,0.0
20231106:2210,0.0,0.0,0.0,7.9,3.31,0.0
20231106:2310,0.0,0.0,0.0,7.45,3.1,0.0
20231107:0010,0.0,0.0,0.0,7.16,2.97,0.0
20231107:0110,0.0,0.0,0.0,6.71,2.83,0.0
20231107:0210,0.0,0.0,0.0,6.54,2.76,0.0
20231107:0310,0.0,0.0,0.0,6.21,2.62,0.0
20231107:0410,0.0,0.0,0.0,6.02,2.62,0.0
20231107:0510,0.0,0.0,0.0,6.08,2.62,0.0
20231107:0610,0.0,0.0,0.0,6.06,2.76,0.0
20231107:0710,5564.7,230.33,6.62,6.11,2.97,0.0
20231107:0810,7269.0,288.73,14.16,7.38,2.76,0.0
20231107:0910,5446.8,222.02,20.06,8.78,3.79,0.0
20231107:1010,4791.6,198.66,23.81,9.75,5.52,0.0
20231107:1110,530.7,33.99,24.99,10.06,5.17,0.0
20231107:1210,6020.7,244.08,23.47,9.44,4.28,0.0
20231107:1310,5114.7,209.96,19.42,8.98,3.72,0.0
20231107:1410,1929.3,90.54,13.28,8.59,3.59,0.0
20231107:1510,1557.0,77.45,5.57,8.28,3.03,0.0
20231107:1610,0.0,0.0,0.0,7.6,2.69,0.0
20231107:1710,0.0,0.0,0.0,7.19,2.9,0.0
20231107:1810,0.0,0.0,0.0,6.47,2.97,0.0
20231107:1910,0.0,0.0,0.0,6.3,3.31,0.0
20231107:2010,0.0,0.0,0.0,5.97,3.24,0.0
20231107:2110,0.0,0.0,0.0,5.88,3.24,0.0
20231107:2210,0.0,0.0,0.0,5.68,3.24,0.0
20231107:2310,0.0,0.0,0.0,5.66,3.31,0.0
20231108:0010,0.0,0.0,0.0,5.42,3.38,0.0
20231108:0110,0.0,0.0,0.0,5.46,3.31,0.0
20231108:0210,0.0,0.0,0.0,5.31,3.24,0.0
20231108:0310,0.0,0.0,0.0,5.12,3.17,0.0
20231108:0410,0.0,0.0,0.0,5.11,3.1,0.0
20231108:0510,0.0,0.0,0.0,4.89,2.97,0.0
20231108:0610,0.0,0.0,0.0,4.82,2.9,0.0
20231108:0710,3182.7,138.44,6.36,4.6,3.1,0.0
20231108:0810,12487.8,484.56,13.89,5.83,2.76,0.0
20231108:0910,17759.7,694.22,19.77,7.61,3.38,0.0
20231108:1010,16588.2,649.89,23.51,8.99,3.72,0.0
20231108:1110,11399.4,447.53,24.7,10.03,4.0,0.0
20231108:1210,2765.7,123.78,23.18,10.81,4.83,0.0
20231108:1310,652.5,39.51,19.15,10.9,4.34,0.0
20231108:1410,3345.6,145.3,13.04,10.64,3.1,0.0
20231108:1510,2516.1,116.84,5.34,9.98,2.21,0.0
20231108:1610,0.0,0.0,0.0,8.63,2.0,0.0
20231108:1710,0.0,0.0,0.0,7.29,2.21,0.0
20231108:1810,0.0,0.0,0.0,6.47,2.41,0.0
20231108:1910,0.0,0.0,0.0,5.99,2.83,0.0
20231108:2010,0.0,0.0,0.0,5.95,2.9,0.0
20231108:2110,0.0,0.0,0.0,5.94,2.83,0.0
20231108:2210,0.0,0.0,0.0,5.79,2.69,0.0
20231108:2310,0.0,0.0,0.0,5.53,2.55,0.0
20231109:0010,0.0,0.0,0.0,5.27,2.48,0.0
20231109:0110,0.0,0.0,0.0,5.17,2.48,0.0
20231109:0210,0.0,0.0,0.0,5.27,2.55,0.0
20231109:0310,0.0,0.0,0.0,5.36,2.69,0.0
20231109:0410,0.0,0.0,0.0,5.58,2.83,0.0
20231109:0510,0.0,0.0,0.0,5.85,2.9,0.0
20231109:0610,0.0,0.0,0.0,6.29,2.9,0.0
20231109:0710,714.0,41.66,6.11,6.26,3.1,0.0
20231109:0810,971.1,52.37,13.62,7.36,3.66,0.0
20231109:0910,1823.1,86.36,19.49,7.95,4.41,0.0
20231109:1010,6328.5,253.9,23.22,8.34,4.69,0.0
20231109:1110,7303.2,291.06,24.41,9.26,4.69,0.0
20231109:1210,2270.4,104.74,22.9,10.47,3.66,0.0
20231109:1310,1356.3,68.91,18.89,11.16,4.0,0.0
20231109:1410,1670.7,81.23,12.8,10.96,4.34,0.0
20231109:1510,541.5,34.85,5.12,10.31,4.28,0.0
20231109:1610,0.0,0.0,0.0,9.37,4.07,0.0
20231109:1710,0.0,0.0,0.0,8.76,4.21,0.0
20231109:1810,0.0,0.0,0.0,8.07,4.28,0.0
20231109:1910,0.0,0.0,0.0,7.59,4.14,0.0
20231109:2010,0.0,0.0,0.0,7.44,4.21,0.0
20231109:2110,0.0,0.0,0.0,7.18,4.28,0.0
20231109:2210,0.0,0.0,0.0,7.14,4.34,0.0
20231109:2310,0.0,0.0,0.0,7.32,4.28,0.0
20231110:0010,0.0,0.0,0.0,7.39,3.86,0.0
20231110:0110,0.0,0.0,0.0,7.43,3.38,0.0
20231110:0210,0.0,0.0,0.0,7.37,3.17,0.0
20231110:0310,0.0,0.0,0.0,7.18,3.17,0.0
20231110:0410,0.0,0.0,0.0,6.8,3.66,0.0
20231110:0510,0.0,0.0,0.0,6.42,4.0,0.0
20231110:0610,0.0,0.0,0.0,6.11,3.72,0.0
20231110:0710,6099.0,251.25,5.86,6.2,3.52,0.0
20231110:0810,2947.2,128.06,13.36,6.58,3.1,0.0
20231110:0910,10838.4,422.08,19.21,7.37,2.97,0.0
20231110:1010,4990.8,205.02,22.94,7.95,3.45,0.0
20231110:1110,20738.1,821.81,24.12,8.52,3.45,0.0
20231110:1210,20702.1,819.96,22.63,8.82,3.59,0.0
20231110:1310,10314.3,403.2,18.64,8.9,3.93,0.0
20231110:1410,5871.3,237.34,12.56,8.45,3.93,0.0
20231110:1510,1265.4,65.69,4.91,8.07,3.17,0.0
20231110:1610,0.0,0.0,0.0,7.31,3.03,0.0
20231110:1710,0.0,0.0,0.0,6.81,3.17,0.0
20231110:1810,0.0,0.0,0.0,6.48,3.31,0.0
20231110:1910,0.0,0.0,0.0,6.03,3.66,0.0
20231110:2010,0.0,0.0,0.0,5.83,3.72,0.0
20231110:2110,0.0,0.0,0.0,5.85,3.79,0.0
20231110:2210,0.0,0.0,0.0,5.66,3.93,0.0
20231110:2310,0.0,0.0,0.0,5.55,4.41,0.0
20231111:0010,0.0,0.0,0.0,4.97,4.9,0.0
20231111:0110,0.0,0.0,0.0,4.93,5.1,0.0
20231111:0210,0.0,0.0,0.0,5.29,5.79,0.0
20231111:0310,0.0,0.0,0.0,5.21,6.69,0.0
20231111:0410,0.0,0.0,0.0,4.95,6.55,0.0
20231111:0510,0.0,0.0,0.0,4.82,6.07,0.0
20231111:0610,0.0,0.0,0.0,4.71,5.1,0.0
20231111:0710,496.8,31.87,5.61,4.8,4.55,0.0
20231111:0810,2595.9,114.04,13.09,5.0,4.69,0.0
20231111:0910,1303.2,65.23,18.94,5.36,5.03,0.0
20231111:1010,7417.5,290.52,22.66,5.94,5.17,0.0
20231111:1110,520.2,33.08,23.84,6.41,4.76,0.0
20231111:1210,14634.6,561.96,22.36,6.87,4.97,0.0
20231111:1310,2713.2,119.63,18.39,6.98,4.76,0.0
20231111:1410,436.8,29.4,12.33,6.96,4.55,0.0
20231111:1510,995.4,54.12,4.7,6.54,3.17,0.0
20231111:1610,0.0,0.0,0.0,6.0,2.69,0.0
20231111:1710,0.0,0.0,0.0,5.4,2.62,0.0
20231111:1810,0.0,0.0,0.0,5.06,2.62,0.0
20231111:1910,0.0,0.0,0.0,4.42,2.48,0.0
20231111:2010,0.0,0.0,0.0,4.26,2.41,0.0
20231111:2110,0.0,0.0,0.0,4.23,2.41,0.0
20231111:2210,0.0,0.0,0.0,3.83,2.21,0.0
20231111:2310,0.0,0.0,0.0,3.9,2.07,0.0
20231112:0010,0.0,0.0,0.0,3.81,1.93,0.0
20231112:0110,0.0,0.0,0.0,3.17,1.93,0.0
20231112:0210,0.0,0.0,0.0,2.78,1.86,0.0
20231112:0310,0.0,0.0,0.0,2.28,1.72,0.0
20231112:0410,0.0,0.0,0.0,1.18,1.38,0.0
20231112:0510,0.0,0.0,0.0,0.55,1.17,0.0
20231112:0610,0.0,0.0,0.0,0.0,1.24,0.0
20231112:0710,467.7,30.14,5.36,0.71,1.31,0.0
20231112:0810,5048.7,202.84,12.83,2.06,0.97,0.0
20231112:0910,13929.6,543.49,18.67,4.38,1.03,0.0
20231112:1010,5204.1,212.26,22.38,6.22,1.59,0.0
20231112:1110,4887.6,201.51,23.57,7.37,2.0,0.0
20231112:1210,5858.1,237.44,22.1,7.65,2.0,0.0
20231112:1310,837.0,46.86,18.14,7.41,2.21,0.0
20231112:1410,666.6,39.51,12.11,6.63,2.28,0.0
20231112:1510,106.5,12.86,4.49,5.6,2.41,0.0
20231112:1610,0.0,0.0,0.0,4.7,2.14,0.0
20231112:1710,0.0,0.0,0.0,4.53,1.66,0.0
20231112:1810,0.0,0.0,0.0,4.68,1.31,0.0
20231112:1910,0.0,0.0,0.0,4.24,1.45,0.0
20231112:2010,0.0,0.0,0.0,4.77,1.45,0.0
20231112:2110,0.0,0.0,0.0,5.58,1.72,0.0
20231112:2210,0.0,0.0,0.0,6.5,1.93,0.0
20231112:2310,0.0,0.0,0.0,7.35,2.21,0.0
20231113:0010,0.0,0.0,0.0,7.97,2.34,0.0
20231113:0110,0.0,0.0,0.0,8.57,2.34,0.0
20231113:0210,0.0,0.0,0.0,9.16,2.83,0.0
20231113:0310,0.0,0.0,0.0,9.8,4.28,0.0
20231113:0410,0.0,0.0,0.0,10.25,5.17,0.0
20231113:0510,0.0,0.0,0.0,10.25,4.62,0.0
20231113:0610,0.0,0.0,0.0,10.25,4.28,0.0
20231113:0710,37.2,8.61,5.12,10.23,4.0,0.0
20231113:0810,675.9,40.43,12.58,10.02,2.14,0.0
20231113:0910,1383.9,69.83,18.4,10.38,3.59,0.0
20231113:1010,1040.7,56.04,22.11,11.44,5.66,0.0
20231113:1110,1237.8,64.31,23.3,12.19,5.86,0.0
20231113:1210,1876.2,90.04,21.84,12.62,5.45,0.0
20231113:1310,1344.0,68.91,17.9,13.15,5.59,0.0
20231113:1410,707.1,42.26,11.89,13.41,5.86,0.0
20231113:1510,164.7,16.54,4.3,13.76,6.34,0.0
20231113:1610,0.0,0.0,0.0,13.27,5.72,0.0
20231113:1710,0.0,0.0,0.0,12.92,6.0,0.0
20231113:1810,0.0,0.0,0.0,13.09,6.55,0.0
20231113:1910,0.0,0.0,0.0,13.81,6.97,0.0
20231113:2010,0.0,0.0,0.0,13.66,6.41,0.0
20231113:2110,0.0,0.0,0.0,13.61,6.76,0.0
20231113:2210,0.0,0.0,0.0,13.59,7.1,0.0
20231113:2310,0.0,0.0,0.0,13.12,5.45,0.0
20231114:0010,0.0,0.0,0.0,12.76,5.31,0.0
20231114:0110,0.0,0.0,0.0,11.72,4.14,0.0
20231114:0210,0.0,0.0,0.0,11.26,3.79,0.0
20231114:0310,0.0,0.0,0.0,11.01,3.66,0.0
20231114:0410,0.0,0.0,0.0,10.67,3.79,0.0
20231114:0510,0.0,0.0,0.0,10.53,3.93,0.0
20231114:0610,0.0,0.0,0.0,10.44,4.28,0.0
20231114:0710,372.3,26.7,4.88,9.65,4.21,0.0
20231114:0810,3697.2,157.71,12.33,10.16,4.48,0.0
20231114:0910,2422.5,110.52,18.14,10.91,4.14,0.0
20231114:1010,545.7,34.91,21.84,11.86,3.86,0.0
20231114:1110,882.3,49.61,23.04,12.2,3.66,0.0
20231114:1210,5407.8,223.83,21.59,12.32,4.28,0.0
20231114:1310,2486.1,113.53,17.67,12.25,4.07,0.0
20231114:1410,366.3,26.64,11.68,12.03,3.86,0.0
20231114:1510,32.1,8.27,4.1,11.62,3.66,0.0
20231114:1610,0.0,0.0,0.0,11.19,3.66,0.0
20231114:1710,0.0,0.0,0.0,11.01,3.59,0.0
20231114:1810,0.0,0.0,0.0,10.75,4.83,0.0
20231114:1910,0.0,0.0,0.0,9.79,5.66,0.0
20231114:2010,0.0,0.0,0.0,10.43,6.34,0.0
20231114:2110,0.0,0.0,0.0,10.11,6.55,0.0
20231114:2210,0.0,0.0,0.0,9.5,6.34,0.0
20231114:2310,0.0,0.0,0.0,8.96,6.14,0.0
20231115:0010,0.0,0.0,0.0,8.8,5.93,0.0
20231115:0110,0.0,0.0,0.0,8.59,6.07,0.0
20231115:0210,0.0,0.0,0.0,8.31,5.79,0.0
20231115:0310,0.0,0.0,0.0,8.29,5.45,0.0
20231115:0410,0.0,0.0,0.0,8.12,5.24,0.0
20231115:0510,0.0,0.0,0.0,8.23,5.31,0.0
20231115:0610,0.0,0.0,0.0,8.06,4.97,0.0
20231115:0710,339.0,24.98,4.64,8.14,4.28,0.0
20231115:0810,12479.1,485.51,12.08,8.28,4.55,0.0
20231115:0910,3060.6,133.53,17.88,8.87,4.41,0.0
20231115:1010,5173.5,212.05,21.58,9.12,4.69,0.0
20231115:1110,5802.9,235.9,22.78,9.73,4.83,0.0
20231115:1210,18729.3,731.89,21.34,9.34,4.83,0.0
20231115:1310,3783.6,160.49,17.44,9.51,5.45,0.0
20231115:1410,11676.3,456.02,11.47,9.46,5.52,0.0
20231115:1510,829.2,47.66,3.92,8.87,4.21,0.0
20231115:1610,0.0,0.0,0.0,8.17,3.86,0.0
20231115:1710,0.0,0.0,0.0,7.7,3.72,0.0
20231115:1810,0.0,0.0,0.0,7.83,3.86,0.0
20231115:1910,0.0,0.0,0.0,7.86,3.72,0.0
20231115:2010,0.0,0.0,0.0,7.86,3.66,0.0
20231115:2110,0.0,0.0,0.0,7.7,3.52,0.0
20231115:2210,0.0,0.0,0.0,7.76,3.38,0.0
20231115:2310,0.0,0.0,0.0,7.6,3.31,0.0
20231116:0010,0.0,0.0,0.0,7.48,3.1,0.0
20231116:0110,0.0,0.0,0.0,7.52,2.83,0.0
20231116:0210,0.0,0.0,0.0,7.36,2.55,0.0
20231116:0310,0.0,0.0,0.0,7.24,2.41,0.0
20231116:0410,0.0,0.0,0.0,7.01,2.14,0.0
20231116:0510,0.0,0.0,0.0,6.92,1.86,0.0
20231116:0610,0.0,0.0,0.0,6.85,1.52,0.0
20231116:0710,218.1,18.95,4.4,6.84,1.93,0.0
20231116:0810,1284.0,65.0,11.83,7.15,1.66,0.0
20231116:0910,3703.8,157.48,17.63,7.96,1.72,0.0
20231116:1010,2215.5,101.98,21.32,8.43,1.79,0.0
20231116:1110,1347.3,67.99,22.52,8.73,2.0,0.0
20231116:1210,1459.5,72.58,21.1,9.06,1.79,0.0
20231116:1310,3167.4,138.2,17.22,9.26,1.72,0.0
20231116:1410,120.3,13.78,11.28,8.34,1.86,0.0
20231116:1510,9.6,6.43,3.74,7.49,2.34,0.0
20231116:1610,0.0,0.0,0.0,6.78,2.55,0.0
20231116:1710,0.0,0.0,0.0,6.22,3.03,0.0
20231116:1810,0.0,0.0,0.0,5.51,3.93,0.0
20231116:1910,0.0,0.0,0.0,4.43,2.34,0.0
20231116:2010,0.0,0.0,0.0,4.49,2.14,0.0
20231116:2110,0.0,0.0,0.0,4.56,2.07,0.0
20231116:2210,0.0,0.0,0.0,4.48,1.86,0.0
20231116:2310,0.0,0.0,0.0,4.38,1.72,0.0
20231117:0010,0.0,0.0,0.0,4.52,2.76,0.0
20231117:0110,0.0,0.0,0.0,4.54,4.21,0.0
20231117:0210,0.0,0.0,0.0,4.47,3.52,0.0
20231117:0310,0.0,0.0,0.0,4.38,3.31,0.0
20231117:0410,0.0,0.0,0.0,4.41,3.79,0.0
20231117:0510,0.0,0.0,0.0,4.51,3.17,0.0
20231117:0610,0.0,0.0,0.0,4.52,2.62,0.0
20231117:0710,171.3,16.36,4.17,4.2,2.34,0.0
20231117:0810,1442.1,70.45,11.59,4.57,2.48,0.0
20231117:0910,3771.9,158.01,17.38,5.13,2.07,0.0
20231117:1010,1578.9,76.26,21.06,5.61,2.0,0.0
20231117:1110,1668.9,79.93,22.28,6.11,1.93,0.0
20231117:1210,2215.5,101.06,20.87,6.33,2.21,0.0
20231117:1310,2358.6,106.32,17.01,6.47,2.28,0.0
20231117:1410,189.6,17.46,11.08,6.54,2.34,0.0
20231117:1510,1655.1,81.62,3.56,6.03,2.55,0.0
20231117:1610,0.0,0.0,0.0,5.3,2.9,0.0
20231117:1710,0.0,0.0,0.0,4.92,2.69,0.0
20231117:1810,0.0,0.0,0.0,4.52,2.55,0.0
20231117:1910,0.0,0.0,0.0,4.48,2.21,0.0
